interaction_id,customer_id,timestamp,channel,issue_category,resolution_status,transcript
INT-0013538,CUST-102277,2026-07-01,Chat,Feature Request,Resolved,"Agent: Hi, how can I help today?
Customer: We don't have a specific issue. We've just noticed that our team isn't using the platform as much.
Agent: Is anything preventing them from using it?
Customer: Not really. We've changed some workflows internally, and we're reviewing which tools we still need.
Agent: Would a usage review be helpful?
Customer: Maybe. We're also looking at the value we're getting from the subscription."
INT-0013539,CUST-102277,2026-06-02,Email,Performance,Resolved,"Agent: Hi, how can I help today?
Customer: We don't have a specific issue. We've just noticed that our team isn't using the platform as much.
Agent: Is anything preventing them from using it?
Customer: Not really. We've changed some workflows internally, and we're reviewing which tools we still need.
Agent: Would a usage review be helpful?
Customer: Maybe. We're also looking at the value we're getting from the subscription."
INT-0013540,CUST-102277,2026-05-22,Email,Account,Resolved,"Agent: Hi, how can I help today?
Customer: We don't have a specific issue. We've just noticed that our team isn't using the platform as much.
Agent: Is anything preventing them from using it?
Customer: Not really. We've changed some workflows internally, and we're reviewing which tools we still need.
Agent: Would a usage review be helpful?
Customer: Maybe. We're also looking at the value we're getting from the subscription."
INT-0013541,CUST-102277,2026-03-25,Chat,Billing,Resolved,"Agent: Hi, how can I help today?
Customer: We don't have a specific issue. We've just noticed that our team isn't using the platform as much.
Agent: Is anything preventing them from using it?
Customer: Not really. We've changed some workflows internally, and we're reviewing which tools we still need.
Agent: Would a usage review be helpful?
Customer: Maybe. We're also looking at the value we're getting from the subscription."
INT-0013542,CUST-102277,2026-05-08,Email,Product,Resolved,"Agent: Hi, how can I help today?
Customer: We don't have a specific issue. We've just noticed that our team isn't using the platform as much.
Agent: Is anything preventing them from using it?
Customer: Not really. We've changed some workflows internally, and we're reviewing which tools we still need.
Agent: Would a usage review be helpful?
Customer: Maybe. We're also looking at the value we're getting from the subscription."
INT-0013543,CUST-102278,2026-03-14,Email,Technical,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0013544,CUST-102278,2026-06-02,Chat,Account,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0013545,CUST-102278,2026-07-03,Email,Account,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0013546,CUST-102278,2026-03-31,Chat,Billing,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0013547,CUST-102278,2026-05-11,Email,Billing,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0013548,CUST-102278,2026-06-01,Email,Technical,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0013549,CUST-102279,2026-02-04,Phone,Feature Request,Unresolved,"Agent: Hi, how can I help today?
Customer: I'm extremely frustrated. The service has been unreliable for weeks.
Agent: I'm sorry. Can you tell me what happened?
Customer: We've had repeated outages, our usage has dropped because the team can't rely on it, and our last invoice also had an unexpected charge.
Agent: I can see the billing issue and previous support cases. I'll escalate both.
Customer: I've already contacted support several times. We're paying a lot while using the product less, and we're now evaluating alternatives.
Agent: I understand. I'll mark this as a critical retention case."
INT-0013550,CUST-102279,2026-05-07,Email,Performance,Unresolved,"Agent: Hi, how can I help today?
Customer: I'm extremely frustrated. The service has been unreliable for weeks.
Agent: I'm sorry. Can you tell me what happened?
Customer: We've had repeated outages, our usage has dropped because the team can't rely on it, and our last invoice also had an unexpected charge.
Agent: I can see the billing issue and previous support cases. I'll escalate both.
Customer: I've already contacted support several times. We're paying a lot while using the product less, and we're now evaluating alternatives.
Agent: I understand. I'll mark this as a critical retention case."
INT-0013551,CUST-102279,2026-07-06,Phone,Account,Unresolved,"Agent: Hi, how can I help today?
Customer: I'm extremely frustrated. The service has been unreliable for weeks.
Agent: I'm sorry. Can you tell me what happened?
Customer: We've had repeated outages, our usage has dropped because the team can't rely on it, and our last invoice also had an unexpected charge.
Agent: I can see the billing issue and previous support cases. I'll escalate both.
Customer: I've already contacted support several times. We're paying a lot while using the product less, and we're now evaluating alternatives.
Agent: I understand. I'll mark this as a critical retention case."
INT-0013552,CUST-102279,2026-02-13,Email,Technical,Unresolved,"Agent: Hi, how can I help today?
Customer: I'm extremely frustrated. The service has been unreliable for weeks.
Agent: I'm sorry. Can you tell me what happened?
Customer: We've had repeated outages, our usage has dropped because the team can't rely on it, and our last invoice also had an unexpected charge.
Agent: I can see the billing issue and previous support cases. I'll escalate both.
Customer: I've already contacted support several times. We're paying a lot while using the product less, and we're now evaluating alternatives.
Agent: I understand. I'll mark this as a critical retention case."
INT-0013553,CUST-102279,2026-03-19,Chat,Technical,Resolved,"Agent: Hi, how can I help today?
Customer: I'm extremely frustrated. The service has been unreliable for weeks.
Agent: I'm sorry. Can you tell me what happened?
Customer: We've had repeated outages, our usage has dropped because the team can't rely on it, and our last invoice also had an unexpected charge.
Agent: I can see the billing issue and previous support cases. I'll escalate both.
Customer: I've already contacted support several times. We're paying a lot while using the product less, and we're now evaluating alternatives.
Agent: I understand. I'll mark this as a critical retention case."
INT-0013554,CUST-102280,2026-05-31,Phone,Technical,Resolved,"Agent: Hi, how can I help today?
Customer: We don't have a specific issue. We've just noticed that our team isn't using the platform as much.
Agent: Is anything preventing them from using it?
Customer: Not really. We've changed some workflows internally, and we're reviewing which tools we still need.
Agent: Would a usage review be helpful?
Customer: Maybe. We're also looking at the value we're getting from the subscription."
INT-0013555,CUST-102280,2026-05-20,Chat,Product,Resolved,"Agent: Hi, how can I help today?
Customer: We don't have a specific issue. We've just noticed that our team isn't using the platform as much.
Agent: Is anything preventing them from using it?
Customer: Not really. We've changed some workflows internally, and we're reviewing which tools we still need.
Agent: Would a usage review be helpful?
Customer: Maybe. We're also looking at the value we're getting from the subscription."
